gene_id	entrez_id	gene_name	gene_biotype	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	direction_at_padj0.05_lfc1	contrast	note
ENSGALG00000001206	101206	DUMMY01206	protein_coding	synthetic predicted protein-coding gene 01206	97.667	-2.2812	0.2789	-8.1787	1.603e-16	4.373e-15	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000774	100774	DUMMY00774	protein_coding	synthetic predicted protein-coding gene 00774	395.167	-1.6241	0.1983	-8.1889	1.818e-16	4.913e-15	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002937	102937	DUMMY02937	protein_coding	synthetic predicted protein-coding gene 02937	176.0	1.8861	0.228	8.2726	2.049e-16	5.487e-15	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000472	100472	DUMMY00472	protein_coding	synthetic predicted protein-coding gene 00472	354.333	-1.6535	0.1996	-8.2861	2.248e-16	5.968e-15	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000731	100731	DUMMY00731	protein_coding	synthetic predicted protein-coding gene 00731	185.167	-2.1017	0.2574	-8.1646	2.338e-16	6.153e-15	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001275	101275	DUMMY01275	protein_coding	synthetic predicted protein-coding gene 01275	134.167	2.1038	0.2569	8.1892	2.484e-16	6.479e-15	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002375	102375	DUMMY02375	protein_coding	synthetic predicted protein-coding gene 02375	290.167	1.7791	0.2146	8.2884	2.568e-16	6.643e-15	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001964	101964	DUMMY01964	protein_coding	synthetic predicted protein-coding gene 01964	228.667	-1.7417	0.2129	-8.1802	2.933e-16	7.520e-15	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001690	101690	DUMMY01690	protein_coding	synthetic predicted protein-coding gene 01690	263.167	1.6789	0.2068	8.1204	4.344e-16	1.104e-14	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001527	101527	DUMMY01527	protein_coding	synthetic predicted protein-coding gene 01527	486.333	-1.9806	0.243	-8.1507	5.262e-16	1.326e-14	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000705	100705	DUMMY00705	protein_coding	synthetic predicted protein-coding gene 00705	46.167	2.3281	0.2906	8.0127	6.209e-16	1.552e-14	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001736	101736	DUMMY01736	protein_coding	synthetic predicted protein-coding gene 01736	508.833	-2.0893	0.2605	-8.0191	1.053e-15	2.610e-14	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000238	100238	DUMMY00238	protein_coding	synthetic predicted protein-coding gene 00238	102.5	2.2153	0.2784	7.9585	1.103e-15	2.712e-14	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000140	100140	DUMMY00140	protein_coding	synthetic predicted protein-coding gene 00140	564.333	-1.76	0.2202	-7.9929	1.118e-15	2.728e-14	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001346	101346	DUMMY01346	protein_coding	synthetic predicted protein-coding gene 01346	497.167	-1.6819	0.2126	-7.9127	1.813e-15	4.387e-14	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001806	101806	DUMMY01806	protein_coding	synthetic predicted protein-coding gene 01806	56.5	2.4959	0.3149	7.9266	1.953e-15	4.688e-14	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000028	100028	IL1B	protein_coding	interleukin 1 beta	1052.333	-1.581	0.1985	-7.9635	2.072e-15	4.933e-14	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000589	100589	DUMMY00589	protein_coding	synthetic predicted protein-coding gene 00589	307.0	1.5965	0.2025	7.8842	2.596e-15	6.132e-14	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000006	100006	PAX9	protein_coding	paired box 9	940.667	1.506	0.1912	7.8785	3.314e-15	7.767e-14	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001748	101748	DUMMY01748	protein_coding	synthetic predicted protein-coding gene 01748	271.0	-1.6218	0.2057	-7.8842	3.573e-15	8.309e-14	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002783	102783	DUMMY02783	protein_coding	synthetic predicted protein-coding gene 02783	372.0	1.6697	0.2125	7.8582	3.809e-15	8.789e-14	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000409	100409	DUMMY00409	protein_coding	synthetic predicted protein-coding gene 00409	178.333	2.3742	0.3032	7.8294	4.319e-15	9.891e-14	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000812	100812	DUMMY00812	protein_coding	synthetic predicted protein-coding gene 00812	242.5	-1.7648	0.2253	-7.8318	4.921e-15	1.118e-13	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001353	101353	DUMMY01353	protein_coding	synthetic predicted protein-coding gene 01353	269.667	-1.9928	0.2527	-7.8859	4.963e-15	1.119e-13	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002571	102571	DUMMY02571	protein_coding	synthetic predicted protein-coding gene 02571	41.5	-2.4275	0.31	-7.8303	5.657e-15	1.267e-13	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001930	101930	DUMMY01930	protein_coding	synthetic predicted protein-coding gene 01930	859.333	1.4598	0.1871	7.8006	6.311e-15	1.402e-13	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001248	101248	DUMMY01248	protein_coding	synthetic predicted protein-coding gene 01248	175.667	-1.7868	0.2307	-7.7466	1.087e-14	2.399e-13	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001646	101646	DUMMY01646	protein_coding	synthetic predicted protein-coding gene 01646	22.333	2.6793	0.3479	7.7016	1.206e-14	2.641e-13	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002600	102600	DUMMY02600	protein_coding	synthetic predicted protein-coding gene 02600	251.0	1.908	0.2471	7.7201	1.301e-14	2.829e-13	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002627	102627	DUMMY02627	protein_coding	synthetic predicted protein-coding gene 02627	303.833	2.1409	0.2798	7.6512	1.759e-14	3.796e-13	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000938	100938	DUMMY00938	protein_coding	synthetic predicted protein-coding gene 00938	321.667	-1.5249	0.2004	-7.6087	2.347e-14	5.030e-13	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002310	102310	DUMMY02310	protein_coding	synthetic predicted protein-coding gene 02310	304.833	2.3381	0.308	7.5903	3.373e-14	7.176e-13	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000557	100557	DUMMY00557	protein_coding	synthetic predicted protein-coding gene 00557	344.333	1.5915	0.2106	7.5554	3.636e-14	7.615e-13	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001032	101032	DUMMY01032	protein_coding	synthetic predicted protein-coding gene 01032	113.5	1.8879	0.2492	7.5752	3.655e-14	7.615e-13	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000782	100782	DUMMY00782	protein_coding	synthetic predicted protein-coding gene 00782	76.667	1.9442	0.2581	7.5313	3.638e-14	7.615e-13	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002771	102771	DUMMY02771	protein_coding	synthetic predicted protein-coding gene 02771	265.0	1.6472	0.2173	7.581	3.806e-14	7.874e-13	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001594	101594	DUMMY01594	protein_coding	synthetic predicted protein-coding gene 01594	727.167	-1.6276	0.215	-7.5695	4.185e-14	8.600e-13	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000510	100510	DUMMY00510	protein_coding	synthetic predicted protein-coding gene 00510	213.667	-1.5835	0.2114	-7.4906	4.762e-14	9.718e-13	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002303	102303	DUMMY02303	protein_coding	synthetic predicted protein-coding gene 02303	401.167	-1.8284	0.2439	-7.4979	5.657e-14	1.147e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002751	102751	DUMMY02751	protein_coding	synthetic predicted protein-coding gene 02751	803.167	-1.5675	0.208	-7.5345	5.730e-14	1.154e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001435	101435	DUMMY01435	protein_coding	synthetic predicted protein-coding gene 01435	69.333	-2.0944	0.2786	-7.5183	5.840e-14	1.168e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001813	101813	DUMMY01813	protein_coding	synthetic predicted protein-coding gene 01813	88.0	2.0812	0.2795	7.4459	7.127e-14	1.416e-12	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002564	102564	DUMMY02564	protein_coding	synthetic predicted protein-coding gene 02564	113.333	-2.0819	0.2784	-7.478	8.009e-14	1.581e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002075	102075	DUMMY02075	protein_coding	synthetic predicted protein-coding gene 02075	113.5	-1.8629	0.2497	-7.4601	9.791e-14	1.920e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001744	101744	DUMMY01744	protein_coding	synthetic predicted protein-coding gene 01744	347.333	1.4666	0.1986	7.385	1.272e-13	2.478e-12	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000160	100160	DUMMY00160	protein_coding	synthetic predicted protein-coding gene 00160	360.833	-1.6189	0.2197	-7.3684	1.306e-13	2.527e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001560	101560	DUMMY01560	protein_coding	synthetic predicted protein-coding gene 01560	426.833	1.5388	0.2074	7.4192	1.418e-13	2.726e-12	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002472	102472	DUMMY02472	protein_coding	synthetic predicted protein-coding gene 02472	75.833	-2.2294	0.3004	-7.4226	1.592e-13	3.042e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000528	100528	DUMMY00528	protein_coding	synthetic predicted protein-coding gene 00528	389.667	1.4587	0.2005	7.2735	2.385e-13	4.529e-12	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000248	100248	DUMMY00248	protein_coding	synthetic predicted protein-coding gene 00248	88.333	-1.886	0.2572	-7.3329	2.982e-13	5.627e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000461	100461	DUMMY00461	lncRNA	synthetic predicted protein-coding gene 00461	664.5	-1.3228	0.1813	-7.297	3.010e-13	5.643e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001792	101792	DUMMY01792	protein_coding	synthetic predicted protein-coding gene 01792	163.0	-2.1294	0.2939	-7.246	3.053e-13	5.689e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000709	100709	DUMMY00709	protein_coding	synthetic predicted protein-coding gene 00709	237.833	-1.5742	0.2174	-7.2419	3.362e-13	6.226e-12	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001085	101085	DUMMY01085	protein_coding	synthetic predicted protein-coding gene 01085	1010.667	1.7404	0.2417	7.1996	3.994e-13	7.351e-12	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002613	102613	DUMMY02613	protein_coding	synthetic predicted protein-coding gene 02613	229.5	1.5215	0.2106	7.2245	4.264e-13	7.800e-12	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001518	101518	DUMMY01518	protein_coding	synthetic predicted protein-coding gene 01518	275.5	-1.4733	0.2049	-7.1914	6.314e-13	1.148e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001779	101779	DUMMY01779	protein_coding	synthetic predicted protein-coding gene 01779	316.5	-1.6012	0.2219	-7.216	7.092e-13	1.282e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001982	101982	DUMMY01982	protein_coding	synthetic predicted protein-coding gene 01982	201.5	1.8619	0.2602	7.1544	7.775e-13	1.397e-11	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001094	101094	DUMMY01094	protein_coding	synthetic predicted protein-coding gene 01094	170.167	-1.9076	0.2689	-7.0944	9.738e-13	1.739e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002126	102126	DUMMY02126	protein_coding	synthetic predicted protein-coding gene 02126	82.167	-1.8536	0.2591	-7.1529	1.014e-12	1.800e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000182	100182	DUMMY00182	protein_coding	synthetic predicted protein-coding gene 00182	13.5	-2.8074	0.3956	-7.0962	1.238e-12	2.184e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002898	102898	DUMMY02898	protein_coding	synthetic predicted protein-coding gene 02898	165.667	-1.6851	0.2378	-7.0877	1.459e-12	2.561e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002474	102474	DUMMY02474	protein_coding	synthetic predicted protein-coding gene 02474	75.333	-1.9124	0.2724	-7.0197	1.643e-12	2.866e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000630	100630	DUMMY00630	protein_coding	synthetic predicted protein-coding gene 00630	553.833	1.3578	0.1912	7.1003	1.808e-12	3.135e-11	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001519	101519	DUMMY01519	protein_coding	synthetic predicted protein-coding gene 01519	83.0	2.0308	0.2876	7.0617	2.015e-12	3.475e-11	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001777	101777	DUMMY01777	protein_coding	synthetic predicted protein-coding gene 01777	72.833	-1.8509	0.2606	-7.1015	2.146e-12	3.679e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001478	101478	DUMMY01478	protein_coding	synthetic predicted protein-coding gene 01478	817.833	1.4622	0.2087	7.0069	2.195e-12	3.742e-11	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000886	100886	DUMMY00886	protein_coding	synthetic predicted protein-coding gene 00886	597.333	-1.4045	0.2017	-6.9616	2.559e-12	4.338e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002794	102794	DUMMY02794	protein_coding	synthetic predicted protein-coding gene 02794	214.833	-1.7537	0.2506	-6.9978	3.316e-12	5.589e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000212	100212	DUMMY00212	protein_coding	synthetic predicted protein-coding gene 00212	117.833	-1.6507	0.2387	-6.9143	3.535e-12	5.925e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002501	102501	DUMMY02501	lncRNA	synthetic predicted protein-coding gene 02501	280.0	-1.4086	0.2053	-6.8608	3.704e-12	6.173e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002893	102893	DUMMY02893	protein_coding	synthetic predicted protein-coding gene 02893	531.5	1.4564	0.2107	6.9125	3.802e-12	6.301e-11	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000443	100443	DUMMY00443	protein_coding	synthetic predicted protein-coding gene 00443	107.833	-1.7307	0.2509	-6.8983	4.130e-12	6.807e-11	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002821	102821	DUMMY02821	lncRNA	synthetic predicted protein-coding gene 02821	145.833	1.8037	0.2596	6.9481	4.211e-12	6.903e-11	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002539	102539	DUMMY02539	protein_coding	synthetic predicted protein-coding gene 02539	25.667	2.3665	0.3456	6.8478	5.062e-12	8.253e-11	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002336	102336	DUMMY02336	protein_coding	synthetic predicted protein-coding gene 02336	84.167	1.8975	0.2761	6.8734	6.799e-12	1.103e-10	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002572	102572	DUMMY02572	protein_coding	synthetic predicted protein-coding gene 02572	224.833	-2.0876	0.3046	-6.8538	1.079e-11	1.740e-10	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000071	100071	DUMMY00071	protein_coding	synthetic predicted protein-coding gene 00071	1135.167	-1.2514	0.185	-6.763	1.126e-11	1.807e-10	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002462	102462	DUMMY02462	protein_coding	synthetic predicted protein-coding gene 02462	82.833	1.9553	0.2881	6.7863	1.185e-11	1.891e-10	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001900	101900	DUMMY01900	protein_coding	synthetic predicted protein-coding gene 01900	265.333	1.5053	0.2228	6.7553	1.219e-11	1.935e-10	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000492	100492	DUMMY00492	protein_coding	synthetic predicted protein-coding gene 00492	96.167	-1.7843	0.2642	-6.7523	1.326e-11	2.094e-10	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
